Genus,species,,type,Synonym,other,Origin,Version,Source,NCBI Tax ID,URL,Ensembl
Cyberlindnera,jadinii,,NRRL Y-1542,,,,,Ensembl,983966,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/cyberlindnera_jadinii_nrrl_y_1542/pep/Cyberlindnera_jadinii_nrrl_y_1542.Cybja1.pep.all.fa.gz,fungi_ascomycota3_collection
Cylindrobasidium,torrendii,,FP15055 ss-10,,,,,Ensembl,1314674,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cylindrobasidium_torrendii_fp15055_ss_10/pep/Cylindrobasidium_torrendii_fp15055_ss_10.Cylto1.pep.all.fa.gz,fungi_basidiomycota1_collection
Cyphellophora,europaea,,CBS 101466,Phialophora europaea,,BROAD,,Ensembl,1220924,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/cyphellophora_europaea_cbs_101466/pep/Cyphellophora_europaea_cbs_101466.Phia_euro_CBS_101466_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Dacryopinax,primogenitus,,,,,,,Ensembl,1858805,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/dacryopinax_primogenitus/pep/Dacryopinax_primogenitus.Dacryopinax_sp._DJM_731_SSP1_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Dactylellina,haptotyla,,CBS 200.50,,,,,Ensembl,1284197,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/dactylellina_haptotyla_cbs_200_50/pep/Dactylellina_haptotyla_cbs_200_50.MHA_v2.pep.all.fa.gz,fungi_ascomycota1_collection
Daedalea,quercina,,L-15889,,,,,Ensembl,1314783,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/daedalea_quercina_l_15889/pep/Daedalea_quercina_l_15889.Daequ1.pep.all.fa.gz,fungi_basidiomycota1_collection
Debaryomyces,fabryi,,,,,,,Ensembl,58627,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/debaryomyces_fabryi/pep/Debaryomyces_fabryi.debFab1.0.pep.all.fa.gz,fungi_ascomycota3_collection
Debaryomyces,hansenii,,CBS767,,,,,Ensembl,284592,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/debaryomyces_hansenii_cbs767/pep/Debaryomyces_hansenii_cbs767.ASM644v2.pep.all.fa.gz,fungi_ascomycota1_collection
Diaporthe,ampelina,,,,,,,Ensembl,1214573,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/diaporthe_ampelina/pep/Diaporthe_ampelina.UCDDA912v1.0.pep.all.fa.gz,fungi_ascomycota2_collection
Diaporthe,helianthi,,,,,,,Ensembl,158607,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/diaporthe_helianthi/pep/Diaporthe_helianthi.ASM170239v1.pep.all.fa.gz,fungi_ascomycota3_collection
Dichomitus,squalens,,LYAD-421 SS1,,,,,Ensembl,732165,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/dichomitus_squalens_lyad_421_ss1/pep/Dichomitus_squalens_lyad_421_ss1.Dichomitus_squalens_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Diplodia,corticola,,,,,,,Ensembl,236234,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/diplodia_corticola/pep/Diplodia_corticola.ASM188384v1.pep.all.fa.gz,fungi_ascomycota3_collection
Diplodia,seriata,,,,,,,Ensembl,420778,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/diplodia_seriata/pep/Diplodia_seriata.UCDDS831v0.1.pep.all.fa.gz,fungi_ascomycota2_collection
Dothistroma,septosporum,,,,,,,Ensembl,675120,ftp.ensemblgenomes.org/pub/fungi/current/fasta/dothistroma_septosporum/pep/Dothistroma_septosporum.GCA_000340195.1.pep.all.fa.gz,
Drechmeria,coniospora,,,,,,,Ensembl,98403,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/drechmeria_coniospora/pep/Drechmeria_coniospora.ASM162519v1.pep.all.fa.gz,fungi_ascomycota3_collection
Drechslerella,stenobrocha,,248,,,,,Ensembl,1043628,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/drechslerella_stenobrocha_248/pep/Drechslerella_stenobrocha_248.DREv1.pep.all.fa.gz,fungi_ascomycota1_collection
Edhazardia,aedis,,USNM 41457,,,BROAD,,Ensembl,1003232,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/edhazardia_aedis_usnm_41457/pep/Edhazardia_aedis_usnm_41457.Edha_aedis_V4b.pep.all.fa.gz,fungi_microsporidia1_collection
Emergomyces,pasteuriana,,Ep9510,,,,,Ensembl,1447872,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/emergomyces_pasteuriana_ep9510/pep/Emergomyces_pasteuriana_ep9510.Emmo_past_UAMH9510_V1.pep.all.fa.gz,fungi_ascomycota3_collection
Emmonsia,crescens,,UAMH 3008,,,,,Ensembl,1247875,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/emmonsia_crescens_uamh_3008/pep/Emmonsia_crescens_uamh_3008.ASM100828v1.pep.all.fa.gz,fungi_ascomycota2_collection
Emmonsia,parva,,UAMH 139,,,,,Ensembl,1246674,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/emmonsia_parva_uamh_139/pep/Emmonsia_parva_uamh_139.ASM101475v1.pep.all.fa.gz,fungi_ascomycota2_collection
Emmonsia,sp.,,CAC-2015a,,,,,Ensembl,1658172,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/emmonsia_sp_cac_2015a/pep/Emmonsia_sp_cac_2015a.Emmo_afri_EA111.pep.all.fa.gz,fungi_ascomycota3_collection
Encephalitozoon,cuniculi,,EcunIII-L,,,,,Ensembl,1355160,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_cuniculi_ecuniii_l/pep/Encephalitozoon_cuniculi_ecuniii_l.ECIIIL.pep.all.fa.gz,fungi_microsporidia1_collection
Encephalitozoon,cuniculi,,GB-M1,,,,,Ensembl,284813,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_cuniculi_gb_m1/pep/Encephalitozoon_cuniculi_gb_m1.ASM9122v1.pep.all.fa.gz,fungi_microsporidia1_collection
Encephalitozoon,hellem,,ATCC 50504,,,,,Ensembl,907965,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_hellem_atcc_50504/pep/Encephalitozoon_hellem_atcc_50504.ASM27781v3.pep.all.fa.gz,fungi_microsporidia1_collection
Encephalitozoon,intestinalis,,ATCC 50506,,,,,Ensembl,876142,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_intestinalis_atcc_50506/pep/Encephalitozoon_intestinalis_atcc_50506.ASM14646v1.pep.all.fa.gz,fungi_microsporidia1_collection
Encephalitozoon,romaleae,,SJ-2008,,,,,Ensembl,1178016,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_romaleae_sj_2008/pep/Encephalitozoon_romaleae_sj_2008.ASM28003v2.pep.all.fa.gz,fungi_microsporidia1_collection
Endocarpon,pusillum,,Z07020,,,,,Ensembl,1263415,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/endocarpon_pusillum_z07020/pep/Endocarpon_pusillum_z07020.EPUS.pep.all.fa.gz,fungi_ascomycota1_collection
Enterocytozoon,bieneusi,,H348,,,,,Ensembl,481877,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/enterocytozoon_bieneusi_h348/pep/Enterocytozoon_bieneusi_h348.ASM20948v1.pep.all.fa.gz,fungi_microsporidia1_collection
Enterocytozoon,hepatopenaei,,,,,,,Ensembl,646526,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/enterocytozoon_hepatopenaei/pep/Enterocytozoon_hepatopenaei.ASM208167v1.pep.all.fa.gz,fungi_microsporidia1_collection
Enterospora,canceri,,,,,,,Ensembl,1081671,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/enterospora_canceri/pep/Enterospora_canceri.ASM208791v1.pep.all.fa.gz,fungi_microsporidia1_collection
Eremothecium,cymbalariae,,,,DBVPG#7215,,,Ensembl,931890,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/eremothecium_cymbalariae_dbvpg_7215/pep/Eremothecium_cymbalariae_dbvpg_7215.ASM23536v1.pep.all.fa.gz,fungi_ascomycota1_collection
Eremothecium,gossypii,,FDAG1,,,,,Ensembl,1034331,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/eremothecium_gossypii_fdag1/pep/Eremothecium_gossypii_fdag1.ASM96883v1.pep.all.fa.gz,fungi_ascomycota2_collection
Eremothecium,sinecaudum,,,,,,,Ensembl,45286,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/eremothecium_sinecaudum/pep/Eremothecium_sinecaudum.ASM154855v1.pep.all.fa.gz,fungi_ascomycota3_collection
Erysiphe,necator,,,,,,,Ensembl,52586,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/erysiphe_necator/pep/Erysiphe_necator.ASM79871v1.pep.all.fa.gz,fungi_ascomycota2_collection
Escovopsis,weberi,,,,,,,Ensembl,150374,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/escovopsis_weberi/pep/Escovopsis_weberi.ASM127849v1.pep.all.fa.gz,fungi_ascomycota3_collection
Eutypa,lata,,UCREL1,,,,,Ensembl,1287681,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1/pep/Eutypa_lata_ucrel1.UCREL1V03.pep.all.fa.gz,fungi_ascomycota1_collection
Exidia,glandulosa,,HHB12029,,,,,Ensembl,1314781,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/exidia_glandulosa_hhb12029/pep/Exidia_glandulosa_hhb12029.Exigl1.pep.all.fa.gz,fungi_basidiomycota1_collection
Exophiala,aquamarina,,CBS 119918,,,BROAD,,Ensembl,1182545,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/exophiala_aquamarina_cbs_119918/pep/Exophiala_aquamarina_cbs_119918.Exop_aqua_CBS_119918_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Exophiala,dermatitidis,,NIH/UT8656,,,BROAD,,Ensembl,858893,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/exophiala_dermatitidis_nih_ut8656/pep/Exophiala_dermatitidis_nih_ut8656.Exop_derm_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Exophiala,mesophila,,,,,,,Ensembl,212818,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_mesophila/pep/Exophiala_mesophila.Exop_meso_CBS40295_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Exophiala,oligosperma,,,,,,,Ensembl,215243,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_oligosperma/pep/Exophiala_oligosperma.Exop_olig_CBS72588_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Exophiala,sideris,,,,,,,Ensembl,1016849,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_sideris/pep/Exophiala_sideris.Exop_side_CBS121828_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Exophiala,spinifera,,,,,,,Ensembl,91928,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_spinifera/pep/Exophiala_spinifera.Exop_spin_CBS89968_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Exophiala,xenobiotica,,,,,,,Ensembl,348802,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_xenobiotica/pep/Exophiala_xenobiotica.Exop_xeno_CBS118157_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Fibroporia,radiculosa,,,,,,,Ensembl,599839,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fibroporia_radiculosa/pep/Fibroporia_radiculosa.ASM31352v1.pep.all.fa.gz,fungi_basidiomycota1_collection
Fibulorhizoctonia,sp.,,CBS 109695,,,,,Ensembl,436010,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fibulorhizoctonia_sp_cbs_109695/pep/Fibulorhizoctonia_sp_cbs_109695.Fibsp1.pep.all.fa.gz,fungi_basidiomycota1_collection
Fistulina,hepatica,,ATCC 64428,,,,,Ensembl,1128425,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fistulina_hepatica_atcc_64428/pep/Fistulina_hepatica_atcc_64428.Fishe1.pep.all.fa.gz,fungi_basidiomycota1_collection
Fomitiporia,mediterranea,,MF3/22,,,,,Ensembl,694068,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fomitiporia_mediterranea_mf3_22/pep/Fomitiporia_mediterranea_mf3_22.Fomme1.pep.all.fa.gz,fungi_basidiomycota1_collection
Fomitopsis,pinicola,,FP-58527 SS1,,,,,Ensembl,743788,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fomitopsis_pinicola_fp_58527_ss1/pep/Fomitopsis_pinicola_fp_58527_ss1.Fompi3.pep.all.fa.gz,fungi_basidiomycota1_collection
Fonsecaea,erecta,,,,,,,Ensembl,1367422,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fonsecaea_erecta/pep/Fonsecaea_erecta.ASM165198v1.pep.all.fa.gz,fungi_ascomycota3_collection
Fonsecaea,monophora,,,,,,,Ensembl,254056,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fonsecaea_monophora/pep/Fonsecaea_monophora.ASM164247v1.pep.all.fa.gz,fungi_ascomycota3_collection
Fonsecaea,multimorphosa,,,,,,,Ensembl,979981,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fonsecaea_multimorphosa/pep/Fonsecaea_multimorphosa.ASM164698v1.pep.all.fa.gz,fungi_ascomycota3_collection
Fonsecaea,multimorphosa,,CBS 102226,,,,,Ensembl,1442371,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/fonsecaea_multimorphosa_cbs_102226/pep/Fonsecaea_multimorphosa_cbs_102226.Fons_mult_CBS_102226_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Fonsecaea,nubica,,,,,,,Ensembl,856822,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fonsecaea_nubica/pep/Fonsecaea_nubica.ASM164696v1.pep.all.fa.gz,fungi_ascomycota3_collection
Fonsecaea,pedrosoi,,CBS 271.37,,,,,Ensembl,1442368,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/fonsecaea_pedrosoi_cbs_271_37/pep/Fonsecaea_pedrosoi_cbs_271_37.Fons_pedr_CBS_271_37_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Fusarium,culmorum,,,,UK99,,,Ensembl,1318462,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_culmorum/pep/Fusarium_culmorum.EF1.pep.all.fa.gz,
Fusarium,fujikuroi,,,,,,,Ensembl,5127,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_fujikuroi/pep/Fusarium_fujikuroi.EF1.pep.all.fa.gz,
Fusarium,graminearum,,,,,,,Ensembl,5518,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_graminearum/pep/Fusarium_graminearum.RR1.pep.all.fa.gz,
Fusarium,langsethiae,,,,,,,Ensembl,179993,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fusarium_langsethiae/pep/Fusarium_langsethiae.ASM129263v1.pep.all.fa.gz,fungi_ascomycota3_collection
Fusarium,mangiferae,,,,,,,Ensembl,192010,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fusarium_mangiferae/pep/Fusarium_mangiferae.Genome_assembly_version_1.pep.all.fa.gz,fungi_ascomycota3_collection
Fusarium,oxysporum,f. sp. lycopersici,4287,,,,,Ensembl,426428,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_oxysporum/pep/Fusarium_oxysporum.FO2.pep.all.fa.gz,
Fusarium,oxysporum,f. sp. Conglutinans,race 2 54008,,,,,Ensembl,1089457,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_conglutinans_race_2_54008/pep/Fusarium_oxysporum_f_sp_conglutinans_race_2_54008.FO_PHW808_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. Cubense,Race 1,,,,,Ensembl,1229664,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_cubense_race_1/pep/Fusarium_oxysporum_f_sp_cubense_race_1.Foc1_1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. Cubense,Race 4,,,,,Ensembl,1229665,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_cubense_race_4/pep/Fusarium_oxysporum_f_sp_cubense_race_4.Foc4_1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. cubense tropical,race 4 54006,,,,,Ensembl,1089451,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006/pep/Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.FO_II5_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. lycopersici,,,,,,Ensembl,1080343,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_lycopersici_mn25/pep/Fusarium_oxysporum_f_sp_lycopersici_mn25.FO_MN25_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. melonis,,,,BROAD,,Ensembl,1089452,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_melonis_26406/pep/Fusarium_oxysporum_f_sp_melonis_26406.FO_melonis_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. pisi,,,,,,Ensembl,1080344,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_pisi_hdv247/pep/Fusarium_oxysporum_f_sp_pisi_hdv247.FO_HDV247_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. radicis-lycopersici,,,,,,Ensembl,1089448,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_radicis_lycopersici_26381/pep/Fusarium_oxysporum_f_sp_radicis_lycopersici_26381.FO_CL57_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. raphani,,,,,,Ensembl,1089458,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_raphani_54005/pep/Fusarium_oxysporum_f_sp_raphani_54005.FO_PHW815_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,f. sp. vasinfectum,,,,,,Ensembl,1089449,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_f_sp_vasinfectum_25433/pep/Fusarium_oxysporum_f_sp_vasinfectum_25433.FO_Cotton_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,,Fo47,,,BROAD,,Ensembl,909455,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_fo47/pep/Fusarium_oxysporum_fo47.FO_Fo47_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,oxysporum,,FOSC 3-a,,,,,Ensembl,660027,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/fusarium_oxysporum_fosc_3_a/pep/Fusarium_oxysporum_fosc_3_a.FO_FOSC_3_a_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Fusarium,poae,,,,,,,Ensembl,36050,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fusarium_poae/pep/Fusarium_poae.FPOA1.0.pep.all.fa.gz,fungi_ascomycota3_collection
Fusarium,proliferatum,,,,,,,Ensembl,948311,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fusarium_proliferatum/pep/Fusarium_proliferatum.F._proliferatum_NRRL62905_version_1.pep.all.fa.gz,fungi_ascomycota3_collection
Fusarium,proliferatum,,ET1,,,,,Ensembl,1227346,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/fusarium_proliferatum_et1/pep/Fusarium_proliferatum_et1.F._proliferatum_ET1_version_1.pep.all.fa.gz,fungi_ascomycota3_collection
Fusarium,pseudograminearum,,,,,,,Ensembl,1028729,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_pseudograminearum/pep/Fusarium_pseudograminearum.GCA_000303195.1.pep.all.fa.gz,
Fusarium,solani,,,,,,,Ensembl,660122,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_solani/pep/Fusarium_solani.v2.0.pep.all.fa.gz,
Fusarium,verticillioides,,7600,,,BROAD,,Ensembl,334819,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fusarium_verticillioides/pep/Fusarium_verticillioides.ASM14955v1.pep.all.fa.gz,
Gaeumannomyces,graminis,var. tritici,R3-111a-1,,,BROAD,,Ensembl,644352,ftp.ensemblgenomes.org/pub/fungi/current/fasta/gaeumannomyces_graminis/pep/Gaeumannomyces_graminis.Gae_graminis_V2.pep.all.fa.gz,
Galerina,marginata,,CBS 339.88,,,,,Ensembl,685588,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/galerina_marginata_cbs_339_88/pep/Galerina_marginata_cbs_339_88.Galma1.pep.all.fa.gz,fungi_basidiomycota1_collection
Gelatoporia,subvermispora,,B,,,,,Ensembl,914234,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/gelatoporia_subvermispora_b/pep/Gelatoporia_subvermispora_b.Ceriporiopsis_subvermispora_B_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Geotrichum,candidum,,,,,,,Ensembl,1173061,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/geotrichum_candidum/pep/Geotrichum_candidum.New2.3_08062011.pep.all.fa.gz,fungi_ascomycota3_collection
Glarea,lozoyensis,,74030,,,,,Ensembl,1104152,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/glarea_lozoyensis_74030/pep/Glarea_lozoyensis_74030.LBAGla_1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Glarea,lozoyensis,,ATCC 20868,,,,,Ensembl,1116229,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/glarea_lozoyensis_atcc_20868/pep/Glarea_lozoyensis_atcc_20868.GLAREA.pep.all.fa.gz,fungi_ascomycota1_collection
Gloeophyllum,trabeum,,ATCC 11539,,,,,Ensembl,670483,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/gloeophyllum_trabeum_atcc_11539/pep/Gloeophyllum_trabeum_atcc_11539.Glotr1_1.pep.all.fa.gz,fungi_basidiomycota1_collection
Gonapodya,prolifera,,JEL478,,,,,Ensembl,1344416,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_chytridiomycota1_collection/gonapodya_prolifera_jel478/pep/Gonapodya_prolifera_jel478.Ganpr1.pep.all.fa.gz,fungi_chytridiomycota1_collection
Grifola,frondosa,,,,,,,Ensembl,5627,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/grifola_frondosa/pep/Grifola_frondosa.ASM168373v1.pep.all.fa.gz,fungi_basidiomycota1_collection
Grosmannia,clavigera,,kw1407,,,,,Ensembl,655863,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/grosmannia_clavigera_kw1407/pep/Grosmannia_clavigera_kw1407.Sanger-454-IlluminaPA_2.0.pep.all.fa.gz,fungi_ascomycota1_collection
Gymnopus,luxurians,,FD-317 M1,,,,,Ensembl,944289,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/gymnopus_luxurians_fd_317_m1/pep/Gymnopus_luxurians_fd_317_m1.Gymlu1.pep.all.fa.gz,fungi_basidiomycota1_collection
Hanseniaspora,guilliermondii,,,,,,,Ensembl,56406,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/hanseniaspora_guilliermondii/pep/Hanseniaspora_guilliermondii.version_1.pep.all.fa.gz,fungi_ascomycota3_collection
Hanseniaspora,opuntiae,,,,,,,Ensembl,211096,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/hanseniaspora_opuntiae/pep/Hanseniaspora_opuntiae.ASM174979v1.pep.all.fa.gz,fungi_ascomycota3_collection
Hanseniaspora,osmophila,,,,,,,Ensembl,56408,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/hanseniaspora_osmophila/pep/Hanseniaspora_osmophila.ASM174704v1.pep.all.fa.gz,fungi_ascomycota3_collection
Hanseniaspora,uvarum,,,,,,,Ensembl,29833,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/hanseniaspora_uvarum/pep/Hanseniaspora_uvarum.ASM174705v1.pep.all.fa.gz,fungi_ascomycota3_collection
Hanseniaspora,uvarum,,DSM 2768,,,,,Ensembl,1246595,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/hanseniaspora_uvarum_dsm_2768/pep/Hanseniaspora_uvarum_dsm_2768.Huva2.0.pep.all.fa.gz,fungi_ascomycota2_collection
Hanseniaspora,valbyensis,,NRRL Y-1626,,,,,Ensembl,766949,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/hanseniaspora_valbyensis_nrrl_y_1626/pep/Hanseniaspora_valbyensis_nrrl_y_1626.Hanva1_1.pep.all.fa.gz,fungi_ascomycota3_collection
Hebeloma,cylindrosporum,,h7,,,,,Ensembl,686832,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/hebeloma_cylindrosporum_h7/pep/Hebeloma_cylindrosporum_h7.Hebeloma_cylindrosporum_h7_v2.0.pep.all.fa.gz,fungi_basidiomycota1_collection
