Capronia	coronata		CBS 617.96		1182541	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/capronia_coronata_cbs_617_96/pep/Capronia_coronata_cbs_617_96.Capr_coro_CBS_617_96_V1.pep.all.fa.gz
Capronia	epimyces		CBS 606.96		1182542	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/capronia_epimyces_cbs_606_96/pep/Capronia_epimyces_cbs_606_96.Capr_epim_CBS_606_96_V1.pep.all.fa.gz
Ceraceosorus	bombacis				401625	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/ceraceosorus_bombacis/pep/Ceraceosorus_bombacis.Ceraceosorus_bombacis.pep.all.fa.gz
Ceratocystis	platani				88771	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/ceratocystis_platani/pep/Ceratocystis_platani.ASM97888v1.pep.all.fa.gz
Chaetomium	globosum		CBS 148.51		306901	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/chaetomium_globosum_cbs_148_51/pep/Chaetomium_globosum_cbs_148_51.ASM14336v1.pep.all.fa.gz
Chaetomium	thermophilum	var. thermophilum	DSM 1495		759272	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/chaetomium_thermophilum_var_thermophilum_dsm_1495/pep/Chaetomium_thermophilum_var_thermophilum_dsm_1495.CTHT_3.0.pep.all.fa.gz
Choanephora	cucurbitarum				101091	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_mucoromycota1_collection/choanephora_cucurbitarum/pep/Choanephora_cucurbitarum.ASM168372v1.pep.all.fa.gz
Cladophialophora	bantiana		CBS 173.52		1442370	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/cladophialophora_bantiana_cbs_173_52/pep/Cladophialophora_bantiana_cbs_173_52.Clad_bant_CBS_173_52_V1.pep.all.fa.gz
Cladophialophora	carrionii				86049	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/cladophialophora_carrionii/pep/Cladophialophora_carrionii.ASM170077v1.pep.all.fa.gz
Cladophialophora	carrionii		CBS 160.54		1279043	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/cladophialophora_carrionii_cbs_160_54/pep/Cladophialophora_carrionii_cbs_160_54.Clad_carr_CBS_160_54_V1.pep.all.fa.gz
Cladophialophora	immunda				569365	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/cladophialophora_immunda/pep/Cladophialophora_immunda.Clad_immu_CBS83496_V1.pep.all.fa.gz
Cladophialophora	psammophila		CBS 110553		1182543	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/cladophialophora_psammophila_cbs_110553/pep/Cladophialophora_psammophila_cbs_110553.Clad_psam_CBS_110553_V1.pep.all.fa.gz
Cladophialophora	yegresii		CBS 114405		1182544	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/cladophialophora_yegresii_cbs_114405/pep/Cladophialophora_yegresii_cbs_114405.Clad_yegr_CBS_114405_V1.pep.all.fa.gz
Claviceps	purpurea		20.1		1111077	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/claviceps_purpurea_20_1/pep/Claviceps_purpurea_20_1.ASM34735v1.pep.all.fa.gz
Clavispora	lusitaniae		ATCC 42720	Candida lusitaniae	306902	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/clavispora_lusitaniae_atcc_42720/pep/Clavispora_lusitaniae_atcc_42720.ASM383v1.pep.all.fa.gz
Coccidioides	immitis		H538.4		396776	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/coccidioides_immitis_h538_4/pep/Coccidioides_immitis_h538_4.ASM14981v1.pep.all.fa.gz
Coccidioides	immitis		RMSCC 2394		404692	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_2394/pep/Coccidioides_immitis_rmscc_2394.ASM14989v1.pep.all.fa.gz
Coccidioides	immitis		RMSCC 3703		454286	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_3703/pep/Coccidioides_immitis_rmscc_3703.ASM15008v1.pep.all.fa.gz
Coccidioides	immitis		RS		246410	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/coccidioides_immitis_rs/pep/Coccidioides_immitis_rs.ASM14933v2.pep.all.fa.gz
Coccidioides	posadasii		C735 delta SOWgp		222929	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_c735_delta_sowgp/pep/Coccidioides_posadasii_c735_delta_sowgp.JCVI-cpa1-1.0.pep.all.fa.gz
Coccidioides	posadasii		RMSCC 3488		454284	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/coccidioides_posadasii_rmscc_3488/pep/Coccidioides_posadasii_rmscc_3488.ASM15005v1.pep.all.fa.gz
Coccidioides	posadasii	str. Silveira			443226	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_str_silveira/pep/Coccidioides_posadasii_str_silveira.CPS2.pep.all.fa.gz
Colletotrichum	chlorophyti				708187	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_chlorophyti/pep/Colletotrichum_chlorophyti.ASM193710v1.pep.all.fa.gz
Colletotrichum	fioriniae		PJ7		1445577	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7/pep/Colletotrichum_fioriniae_pj7.CFIO01.pep.all.fa.gz
Colletotrichum	gloeosporioides		Cg-14		1237896	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/colletotrichum_gloeosporioides_cg_14/pep/Colletotrichum_gloeosporioides_cg_14.Colletotrichum_gloeosporioides1.pep.all.fa.gz
Colletotrichum	gloeosporioides		Nara gc5		1213859	ftp://ftp.ensemblgenomes.org/pub/release-39/fungi/fasta/colletotrichum_gloeosporioides/pep/Colletotrichum_gloeosporioides.GCA_000319635.1.pep.all.fa.gz
Colletotrichum	graminicola		M1.001		645133	ftp.ensemblgenomes.org/pub/fungi/current/fasta/colletotrichum_graminicola/pep/Colletotrichum_graminicola.C_graminicola_M1_001_V1.pep.all.fa.gz
Colletotrichum	higginsianum		IMI 349063		759273	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_higginsianum_imi_349063/pep/Colletotrichum_higginsianum_imi_349063.ASM167251v1.pep.all.fa.gz
Colletotrichum	incanum				1573173	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_incanum/pep/Colletotrichum_incanum.Ci238704v1.pep.all.fa.gz
Colletotrichum	nymphaeae		SA-01		1460502	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_nymphaeae_sa_01/pep/Colletotrichum_nymphaeae_sa_01.CNYM01.pep.all.fa.gz
Colletotrichum	orbiculare		MAFF 240422		1213857	ftp.ensemblgenomes.org/pub/fungi/current/fasta/colletotrichum_orbiculare/pep/Colletotrichum_orbiculare.GCA_000350065.1.pep.all.fa.gz
Colletotrichum	orchidophilum				1209926	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_orchidophilum/pep/Colletotrichum_orchidophilum.CORC01.pep.all.fa.gz
Colletotrichum	salicis		CBS 607.94		1209931	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_salicis/pep/Colletotrichum_salicis.CSAL01.pep.all.fa.gz
Colletotrichum	simmondsii		CBS 122122		703756	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_simmondsii/pep/Colletotrichum_simmondsii.CSIM01.pep.all.fa.gz
Colletotrichum	sublineola		CBS 131301		1173701	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/colletotrichum_sublineola/pep/Colletotrichum_sublineola.ASM69613v1.pep.all.fa.gz
Colletotrichum	tofieldiae				708197	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/colletotrichum_tofieldiae/pep/Colletotrichum_tofieldiae.Ct0861v1.pep.all.fa.gz
Conidiobolus	coronatus		NRRL 28638		796925	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_entomophthoromycota1_collection/conidiobolus_coronatus_nrrl_28638/pep/Conidiobolus_coronatus_nrrl_28638.Conidiobolus_coronatus_NRRL28638.pep.all.fa.gz
Coniochaeta	ligniaria		NRRL 30616		1408157	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/coniochaeta_ligniaria_nrrl_30616/pep/Coniochaeta_ligniaria_nrrl_30616.Conlig_v1.0.pep.all.fa.gz
Coniophora	puteana		RWD-64-598 SS2		741705	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/coniophora_puteana_rwd_64_598_ss2/pep/Coniophora_puteana_rwd_64_598_ss2.Conpu1.pep.all.fa.gz
Coniosporium	apollinis		CBS 100218		1168221	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/coniosporium_apollinis_cbs_100218/pep/Coniosporium_apollinis_cbs_100218.Coni_apol_CBS100218_V1.pep.all.fa.gz
Coprinopsis	cinerea		okayama7#130		240176	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/coprinopsis_cinerea_okayama7_130/pep/Coprinopsis_cinerea_okayama7_130.CC3.pep.all.fa.gz
Cordyceps	brongniartii		RCEF 3172		1081107	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/cordyceps_brongniartii_rcef_3172/pep/Cordyceps_brongniartii_rcef_3172.BBO_1.0.pep.all.fa.gz
Cordyceps	confragosa				1105325	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/cordyceps_confragosa/pep/Cordyceps_confragosa.ASM165321v1.pep.all.fa.gz
Cordyceps	confragosa		RCEF 1005		1081108	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/cordyceps_confragosa_rcef_1005/pep/Cordyceps_confragosa_rcef_1005.LEL_1.0.pep.all.fa.gz
Cordyceps	militaris		CM01		983644	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/cordyceps_militaris_cm01/pep/Cordyceps_militaris_cm01.CmilitarisCM01_v01.pep.all.fa.gz
Cryptococcus	amylolentus		CBS 6039		1295533	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_amylolentus_cbs_6039/pep/Cryptococcus_amylolentus_cbs_6039.Cryp_amyl_CBS6039_V3.pep.all.fa.gz
Cryptococcus	amylolentus		CBS 6273		1296118	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_amylolentus_cbs_6273/pep/Cryptococcus_amylolentus_cbs_6273.Cryp_amyl_CBS6273_V2.pep.all.fa.gz
Cryptococcus	depauperatus		CBS 7841		1295531	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_depauperatus_cbs_7841/pep/Cryptococcus_depauperatus_cbs_7841.Filo_depa_CBS7841_V1.pep.all.fa.gz
Cryptococcus	depauperatus		CBS 7855		1295532	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_depauperatus_cbs_7855/pep/Cryptococcus_depauperatus_cbs_7855.Filo_depa_CBS7855_V2.pep.all.fa.gz
Cryptococcus	gattii		CA1280		1296109	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1280/pep/Cryptococcus_gattii_ca1280.Cryp_gatt_CA1280_V1.pep.all.fa.gz
Cryptococcus	gattii		CA1873		1296111	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1873/pep/Cryptococcus_gattii_ca1873.Cryp_gatt_CA1873_V1.pep.all.fa.gz
Cryptococcus	gattii		E566		1296102	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_e566/pep/Cryptococcus_gattii_e566.Cryp_gatt_E566_V1.pep.all.fa.gz
Cryptococcus	gattii		EJB2		1296103	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ejb2/pep/Cryptococcus_gattii_ejb2.Cryp_gatt_EJB2_V1.pep.all.fa.gz
Cryptococcus	gattii		NT-10		1296108	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_nt_10/pep/Cryptococcus_gattii_nt_10.Cryp_gatt_NT-10_V1.pep.all.fa.gz
Cryptococcus	gattii		Ru294		1296112	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ru294/pep/Cryptococcus_gattii_ru294.Cryp_gatt_Ru294_V1.pep.all.fa.gz
Cryptococcus	gattii		VGII 2001/935-1		1334442	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_2001_935_1/pep/Cryptococcus_gattii_vgii_2001_935_1.Cryp_gatt_2001_935-1_V1.pep.all.fa.gz
Cryptococcus	gattii		VGII 99/473		1296104	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_99_473/pep/Cryptococcus_gattii_vgii_99_473.Cryp_gatt_99_473_V1.pep.all.fa.gz
Cryptococcus	gattii		VGII CA1014		1296107	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ca1014/pep/Cryptococcus_gattii_vgii_ca1014.Cryp_gatt_CA1014_V1.pep.all.fa.gz
Cryptococcus	gattii		VGII CBS 10090		1296101	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_cbs_10090/pep/Cryptococcus_gattii_vgii_cbs_10090.Cryp_gatt_CBS10090_V1.pep.all.fa.gz
Cryptococcus	gattii		VGII LA55		1296106	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_la55/pep/Cryptococcus_gattii_vgii_la55.Cryp_gatt_LA55_V1.pep.all.fa.gz
Cryptococcus	gattii		VGII MMRL2647		1296117	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_mmrl2647/pep/Cryptococcus_gattii_vgii_mmrl2647.Cryp_gatt_MMRL2647_V2.pep.all.fa.gz
Cryptococcus	gattii		VGII R265		294750	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_r265/pep/Cryptococcus_gattii_vgii_r265.CNB2.pep.all.fa.gz
Cryptococcus	gattii		VGII Ram5		1296110	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ram5/pep/Cryptococcus_gattii_vgii_ram5.Cryp_gatt_Ram5_V1.pep.all.fa.gz
Cryptococcus	gattii		VGIV IND107		1296105	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgiv_ind107/pep/Cryptococcus_gattii_vgiv_ind107.Cryp_gatt_IND107_V2.pep.all.fa.gz
Cryptococcus	gattii		WM276		367775	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_wm276/pep/Cryptococcus_gattii_wm276.ASM18594v1.pep.all.fa.gz
Cryptococcus	neoformans	var. grubii	H99		235443	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_h99/pep/Cryptococcus_neoformans_var_grubii_h99.CNA3.pep.all.fa.gz
Cryptococcus	neoformans	var. neoformans	B-3501A		283643	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_neoformans_b_3501a/pep/Cryptococcus_neoformans_var_neoformans_b_3501a.ASM14938v1.pep.all.fa.gz
Cutaneotrichosporon	oleaginosum				879819	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cutaneotrichosporon_oleaginosus/pep/Cutaneotrichosporon_oleaginosus.Triol1.pep.all.fa.gz
Cyberlindnera	fabianii				36022	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/cyberlindnera_fabianii/pep/Cyberlindnera_fabianii.ASM198330v1.pep.all.fa.gz
Cylindrobasidium	torrendii		FP15055 ss-10		1314674	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/cylindrobasidium_torrendii_fp15055_ss_10/pep/Cylindrobasidium_torrendii_fp15055_ss_10.Cylto1.pep.all.fa.gz
Dacryopinax	primogenitus				1858805	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/dacryopinax_primogenitus/pep/Dacryopinax_primogenitus.Dacryopinax_sp._DJM_731_SSP1_v1.0.pep.all.fa.gz
Dactylellina	haptotyla		CBS 200.50		1284197	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/dactylellina_haptotyla_cbs_200_50/pep/Dactylellina_haptotyla_cbs_200_50.MHA_v2.pep.all.fa.gz
Daedalea	quercina		L-15889		1314783	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/daedalea_quercina_l_15889/pep/Daedalea_quercina_l_15889.Daequ1.pep.all.fa.gz
Debaryomyces	fabryi				58627	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/debaryomyces_fabryi/pep/Debaryomyces_fabryi.debFab1.0.pep.all.fa.gz
Debaryomyces	hansenii		CBS767		284592	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/debaryomyces_hansenii_cbs767/pep/Debaryomyces_hansenii_cbs767.ASM644v2.pep.all.fa.gz
Diaporthe	ampelina				1214573	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/diaporthe_ampelina/pep/Diaporthe_ampelina.UCDDA912v1.0.pep.all.fa.gz
Diaporthe	helianthi				158607	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/diaporthe_helianthi/pep/Diaporthe_helianthi.ASM170239v1.pep.all.fa.gz
Dichomitus	squalens		LYAD-421 SS1		732165	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/dichomitus_squalens_lyad_421_ss1/pep/Dichomitus_squalens_lyad_421_ss1.Dichomitus_squalens_v1.0.pep.all.fa.gz
Diplodia	corticola				236234	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/diplodia_corticola/pep/Diplodia_corticola.ASM188384v1.pep.all.fa.gz
Diplodia	seriata				420778	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/diplodia_seriata/pep/Diplodia_seriata.UCDDS831v0.1.pep.all.fa.gz
Dothistroma	septosporum		NZE10		675120	ftp.ensemblgenomes.org/pub/fungi/current/fasta/dothistroma_septosporum/pep/Dothistroma_septosporum.GCA_000340195.1.pep.all.fa.gz
Drechmeria	coniospora				98403	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/drechmeria_coniospora/pep/Drechmeria_coniospora.ASM162519v1.pep.all.fa.gz
Drechslerella	stenobrocha		248		1043628	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/drechslerella_stenobrocha_248/pep/Drechslerella_stenobrocha_248.DREv1.pep.all.fa.gz
Edhazardia	aedis		USNM 41457		1003232	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/edhazardia_aedis_usnm_41457/pep/Edhazardia_aedis_usnm_41457.Edha_aedis_V4b.pep.all.fa.gz
Emergomyces	pasteuriana		Ep9510		1447872	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/emergomyces_pasteuriana_ep9510/pep/Emergomyces_pasteuriana_ep9510.Emmo_past_UAMH9510_V1.pep.all.fa.gz
Emmonsia	crescens		UAMH 3008		1247875	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/emmonsia_crescens_uamh_3008/pep/Emmonsia_crescens_uamh_3008.ASM100828v1.pep.all.fa.gz
Emmonsia	parva		UAMH 139		1246674	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/emmonsia_parva_uamh_139/pep/Emmonsia_parva_uamh_139.ASM101475v1.pep.all.fa.gz
Emmonsia	sp.		CAC-2015a		1658172	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/emmonsia_sp_cac_2015a/pep/Emmonsia_sp_cac_2015a.Emmo_afri_EA111.pep.all.fa.gz
Encephalitozoon	cuniculi		EcunIII-L		1355160	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_cuniculi_ecuniii_l/pep/Encephalitozoon_cuniculi_ecuniii_l.ECIIIL.pep.all.fa.gz
Encephalitozoon	cuniculi		GB-M1		284813	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_cuniculi_gb_m1/pep/Encephalitozoon_cuniculi_gb_m1.ASM9122v1.pep.all.fa.gz
Encephalitozoon	hellem		ATCC 50504		907965	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_hellem_atcc_50504/pep/Encephalitozoon_hellem_atcc_50504.ASM27781v3.pep.all.fa.gz
Encephalitozoon	intestinalis		ATCC 50506		876142	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_intestinalis_atcc_50506/pep/Encephalitozoon_intestinalis_atcc_50506.ASM14646v1.pep.all.fa.gz
Encephalitozoon	romaleae		SJ-2008		1178016	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/encephalitozoon_romaleae_sj_2008/pep/Encephalitozoon_romaleae_sj_2008.ASM28003v2.pep.all.fa.gz
Endocarpon	pusillum		Z07020		1263415	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/endocarpon_pusillum_z07020/pep/Endocarpon_pusillum_z07020.EPUS.pep.all.fa.gz
Enterocytozoon	bieneusi		H348		481877	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/enterocytozoon_bieneusi_h348/pep/Enterocytozoon_bieneusi_h348.ASM20948v1.pep.all.fa.gz
Enterocytozoon	hepatopenaei				646526	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/enterocytozoon_hepatopenaei/pep/Enterocytozoon_hepatopenaei.ASM208167v1.pep.all.fa.gz
Enterospora	canceri				1081671	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/enterospora_canceri/pep/Enterospora_canceri.ASM208791v1.pep.all.fa.gz
Eremothecium	cymbalariae		DBVPG#7215		931890	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/eremothecium_cymbalariae_dbvpg_7215/pep/Eremothecium_cymbalariae_dbvpg_7215.ASM23536v1.pep.all.fa.gz
Eremothecium	gossypii		FDAG1		1034331	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/eremothecium_gossypii_fdag1/pep/Eremothecium_gossypii_fdag1.ASM96883v1.pep.all.fa.gz
Eremothecium	sinecaudum				45286	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/eremothecium_sinecaudum/pep/Eremothecium_sinecaudum.ASM154855v1.pep.all.fa.gz
Erysiphe	necator				52586	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/erysiphe_necator/pep/Erysiphe_necator.ASM79871v1.pep.all.fa.gz
Escovopsis	weberi				150374	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/escovopsis_weberi/pep/Escovopsis_weberi.ASM127849v1.pep.all.fa.gz
Eutypa	lata		UCREL1		1287681	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1/pep/Eutypa_lata_ucrel1.UCREL1V03.pep.all.fa.gz
Exidia	glandulosa		HHB12029		1314781	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/exidia_glandulosa_hhb12029/pep/Exidia_glandulosa_hhb12029.Exigl1.pep.all.fa.gz
Exophiala	aquamarina		CBS 119918		1182545	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/exophiala_aquamarina_cbs_119918/pep/Exophiala_aquamarina_cbs_119918.Exop_aqua_CBS_119918_V1.pep.all.fa.gz
Exophiala	dermatitidis		NIH/UT8656		858893	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/exophiala_dermatitidis_nih_ut8656/pep/Exophiala_dermatitidis_nih_ut8656.Exop_derm_V1.pep.all.fa.gz
Exophiala	mesophila				212818	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_mesophila/pep/Exophiala_mesophila.Exop_meso_CBS40295_V1.pep.all.fa.gz
Exophiala	oligosperma				215243	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_oligosperma/pep/Exophiala_oligosperma.Exop_olig_CBS72588_V1.pep.all.fa.gz
Exophiala	sideris				1016849	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_sideris/pep/Exophiala_sideris.Exop_side_CBS121828_V1.pep.all.fa.gz
Exophiala	spinifera				91928	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_spinifera/pep/Exophiala_spinifera.Exop_spin_CBS89968_V1.pep.all.fa.gz
Exophiala	xenobiotica				348802	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/exophiala_xenobiotica/pep/Exophiala_xenobiotica.Exop_xeno_CBS118157_V1.pep.all.fa.gz
Fibroporia	radiculosa		TFFH 294		1078123	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fibroporia_radiculosa/pep/Fibroporia_radiculosa.ASM31352v1.pep.all.fa.gz
Fibularhizoctonia	sp.		CBS 109695		436010	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fibulorhizoctonia_sp_cbs_109695/pep/Fibulorhizoctonia_sp_cbs_109695.Fibsp1.pep.all.fa.gz
Fistulina	hepatica		ATCC 64428		1128425	ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/fistulina_hepatica_atcc_64428/pep/Fistulina_hepatica_atcc_64428.Fishe1.pep.all.fa.gz
