Cerrena	unicolor					v1.1	90312	https://genome.jgi.doe.gov/portal/Cerun2/download/Cerun2_GeneCatalog_proteins_20130111.aa.fasta.gz	
Chaetomium	globosum					v1.0	38033	https://genome.jgi.doe.gov/portal/Chagl_1/download/Chagl_1_GeneModels_BroadGeneModels_aa.fasta.gz	21964414
Chaetosphaeria	innumera						139949	https://genome.jgi.doe.gov/portal/Chain1/download/Chain1_GeneCatalog_proteins_20130808.aa.fasta.gz	
Chalara	longipes		BDJ			v1.0	1379296	https://genome.jgi.doe.gov/portal/Chalo1/download/Chalo1_GeneCatalog_proteins_20130611.aa.fasta.gz	
Chionosphaera	apobasidialis				52639	v1.0	54742	https://genome.jgi.doe.gov/portal/Chiap1/download/Chiap1_GeneCatalog_proteins_20150110.aa.fasta.gz	
Chionosphaera	cuniculicola				CBS 10063	v1.0	180810	https://genome.jgi.doe.gov/portal/Chicu1/download/Chicu1_GeneCatalog_proteins_20160411.aa.fasta.gz	
Chlamydoabsidia	padenii		NRRL 2977	Absidia padenii NRRL 2977		v1.0	90267	https://genome.jgi.doe.gov/portal/Chlpad1/download/Chlpad1_GeneCatalog_proteins_20160815.aa.fasta.gz	
Choiromyces	venosus		120613-1			v1.0	1336337	https://genome.jgi.doe.gov/portal/Chove1/download/Chove1_GeneCatalog_proteins_20131210.aa.fasta.gz	
Chytridium	lagenaria				Arg66	v1.0	64509	https://genome.jgi.doe.gov/portal/Chylag1/download/Chylag1_GeneCatalog_proteins_20170110.aa.fasta.gz	
Chytriomyces	sp.		MP71			v1.0	1882861	https://genome.jgi.doe.gov/portal/Chytri1/download/Chytri1_GeneCatalog_proteins_20161010.aa.fasta.gz	
Circinella	umbellata				NRRL1351	v1.0	101103	https://genome.jgi.doe.gov/portal/Cirumb1/download/Cirumb1_GeneCatalog_proteins_20170119.aa.fasta.gz	
Cladonia	grayi				Cgr/DA2myc/ss	v2.0	27339	https://genome.jgi.doe.gov/portal/Clagr3/download/Clagr3_GeneCatalog_proteins_20111121.aa.fasta.gz	
Cladophialophora	bantiana		CBS 173.52				1442370	https://genome.jgi.doe.gov/portal/Claba1/download/Claba1_GeneCatalog_proteins_20160826.aa.fasta.gz	28348446
Cladophialophora	carrionii		CBS 160.54				1279043	https://genome.jgi.doe.gov/portal/Claca1/download/Claca1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Cladophialophora	immunda				CBS 83496		569365	https://genome.jgi.doe.gov/portal/Claim1/download/Claim1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Cladophialophora	psammophila		CBS 110553				1182543	https://genome.jgi.doe.gov/portal/Claps1/download/Claps1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Cladophialophora	yegresii		CBS 114405				1182544	https://genome.jgi.doe.gov/portal/Claye1/download/Claye1_GeneCatalog_proteins_20160831.aa.fasta.gz	28348446
Cladorrhinum	bulbillosum				DJ3	v1.0	585595	https://genome.jgi.doe.gov/portal/Clabul1/download/Clabul1_GeneCatalog_proteins_20160908.aa.fasta.gz	
Cladosporium	fulvum					v1.0	5499	https://genome.jgi.doe.gov/portal/Clafu1/download/Clafu1_GeneCatalog_proteins_20110826.aa.fasta.gz	23209441
Cladosporium	sphaerospermum		UM 843				1151026	https://genome.jgi.doe.gov/portal/Clasph1/download/Clasph1_GeneCatalog_proteins_20160727.aa.fasta.gz	22544899
Clathrospora	elynae				CBS 161.51	v1.0	706981	https://genome.jgi.doe.gov/portal/Clael1/download/Clael1_GeneCatalog_proteins_20140828.aa.fasta.gz	
Clavicorona	pyxidata			Artomyces pyxidatus	HHB10654	v1.0	48021	https://genome.jgi.doe.gov/portal/Clapy1/download/Clapy1_GeneCatalog_proteins_20140612.aa.fasta.gz 	
Clavispora	lusitaniae		ATCC 42720	Candida lusitaniae			306902	https://genome.jgi.doe.gov/portal/Clalu1_2/download/Clalu1_2_GeneCatalog_proteins_20150216.aa.fasta.gz	19465905
Clavulina	sp.		PMI_390			v1.0	1486700	https://genome.jgi.doe.gov/portal/ClaPMI390/download/ClaPMI390_GeneCatalog_proteins_20140716.aa.fasta.gz	
Climacocystis	borealis				CliBor001	v1.0	239101	https://genome.jgi.doe.gov/portal/Clibor1/download/Clibor1_GeneCatalog_proteins_20161122.aa.fasta.gz	
Clohesyomyces	aquaticus					v1.0	1231657	https://genome.jgi.doe.gov/portal/Cloaq1/download/Cloaq1_GeneCatalog_proteins_20160307.aa.fasta.gz	28481340
Clonostachys	rosea				CBS 125111	v1.0	29856	https://genome.jgi.doe.gov/portal/Cloro1/download/Cloro1_GeneCatalog_proteins_20150131.aa.fasta.gz	
Coccidioides	immitis		RS				246410	https://genome.jgi.doe.gov/portal/Cocim1/download/Cocim1_GeneCatalog_proteins_20130907.aa.fasta.gz	19717792
Coccodinium	bartschii		CBS 121709			v1.0	1450531	https://genome.jgi.doe.gov/portal/Cocba1/download/Cocba1_GeneCatalog_proteins_20140926.aa.fasta.gz	
Coccomyces	strobi				CBS 202.91	v1.0	380015	https://genome.jgi.doe.gov/portal/Cocst1/download/Cocst1_GeneCatalog_proteins_20151128.aa.fasta.gz	
Cochliobolus	carbonum		26-R-13			v1.0	930089	https://genome.jgi.doe.gov/portal/Cocca1/download/Cocca1_GeneCatalog_proteins_20120427.aa.fasta.gz	23357949
Cochliobolus	heterostrophus		C4			v1.0	665024	https://genome.jgi.doe.gov/portal/CocheC4_1/download/CocheC4_1_GeneCatalog_proteins_20110824.aa.fasta.gz	23236275
Cochliobolus	heterostrophus		C5			v2.0	701091	https://genome.jgi.doe.gov/portal/CocheC5_3/download/CocheC5_3_GeneCatalog_proteins_20110901.aa.fasta.gz	23236275
Cochliobolus	lunatus		m118			v2.0	977863	https://genome.jgi.doe.gov/portal/Coclu2/download/Coclu2_GeneCatalog_proteins_20120521.aa.fasta.gz	23236275
Cochliobolus	miyabeanus		ATCC 44560			v1.0	930090	https://genome.jgi.doe.gov/portal/Cocmi1/download/Cocmi1_GeneCatalog_proteins_20120427.aa.fasta.gz	23357949
Cochliobolus	sativus		ND90Pr			v1.0	665912	https://genome.jgi.doe.gov/portal/Cocsa1/download/Cocsa1_GeneCatalog_proteins_20110610.aa.fasta.gz	23236275
Cochliobolus	victoriae		FI3			v1.0	930091	https://genome.jgi.doe.gov/portal/Cocvi1/download/Cocvi1_GeneCatalog_proteins_20120501.aa.fasta.gz	23357949
Coemansia	reversa		NRRL 1564			v1.0	763665	https://genome.jgi.doe.gov/portal/Coere1/download/Coere1_GeneCatalog_proteins_20110909.aa.fasta.gz	25977457
Coemansia	spiralis				RSA 1278	v1.0	417178	https://genome.jgi.doe.gov/portal/Coespi1/download/Coespi1_GeneCatalog_proteins_20170411.aa.fasta.gz	
Cokeromyces	recurvatus				NRRL 2243	v1.0	90255	https://genome.jgi.doe.gov/portal/Cokrec1/download/Cokrec1_GeneCatalog_proteins_20170123.aa.fasta.gz	
Colletotrichum	acutatum				CBS 112980	v2.0	27357	https://genome.jgi.doe.gov/portal/Colac2/download/Colac2_GeneCatalog_proteins_20170414.aa.fasta.gz	
Colletotrichum	caudatum		CBS 131602			v1.0	5460	https://genome.jgi.doe.gov/portal/Colca1/download/Colca1_GeneCatalog_proteins_20150403.aa.fasta.gz	
Colletotrichum	cereale				CBS 129662	v1.0	343994	https://genome.jgi.doe.gov/portal/Colce1/download/Colce1_GeneCatalog_proteins_20161230.aa.fasta.gz	
Colletotrichum	eremochloae		CBS 129661			v1.0	1173702	https://genome.jgi.doe.gov/portal/Coler1/download/Coler1_GeneCatalog_proteins_20141231.aa.fasta.gz	
Colletotrichum	falcatum				MAFF306170	v1.0	129314	https://genome.jgi.doe.gov/portal/Colfa1/download/Colfa1_GeneCatalog_proteins_20141228.aa.fasta.gz	
Colletotrichum	fioriniae		MH 18	Glomerella acutata		v1.0	1314772	https://genome.jgi.doe.gov/portal/Gloac1/download/Gloac1_GeneCatalog_proteins_20121120.aa.fasta.gz	
Colletotrichum	fioriniae		PJ7				1445577	https://genome.jgi.doe.gov/portal/Colfi1/download/Colfi1_GeneCatalog_proteins_20160218.aa.fasta.gz	24723700
Colletotrichum	gloeosporioides		23	Glomerella cingulata		v1.0	1314770	https://genome.jgi.doe.gov/portal/Gloci1/download/Gloci1_GeneCatalog_proteins_20121001.aa.fasta.gz	
Colletotrichum	godetiae				CBS 193.32	v1.0	1209918	https://genome.jgi.doe.gov/portal/Colgo1/download/Colgo1_GeneCatalog_proteins_20160414.aa.fasta.gz	
Colletotrichum	graminicola		M1.001				645133	https://genome.jgi.doe.gov/portal/Colgr1/download/Colgr1_GeneCatalog_proteins_20130906.aa.fasta.gz	22885923
Colletotrichum	higginsianum		IMI 349063				759273	https://genome.jgi.doe.gov/portal/Colhig2/download/Colhig2_GeneCatalog_proteins_20170214.aa.fasta.gz	27540062
Colletotrichum	lupini		CBS 109225			v1.0	145971	https://genome.jgi.doe.gov/portal/Collu1/download/Collu1_GeneCatalog_proteins_20160428.aa.fasta.gz	
Colletotrichum	navitas		CBS 125086			v1.0	681940	https://genome.jgi.doe.gov/portal/Colna1/download/Colna1_GeneCatalog_proteins_20170406.aa.fasta.gz	
Colletotrichum	nymphaeae		SA-01				1460502	https://genome.jgi.doe.gov/portal/Colny1/download/Colny1_GeneCatalog_proteins_20160329.aa.fasta.gz	
Colletotrichum	orchidophilum				IMI 309357		1209926	https://genome.jgi.doe.gov/portal/Color1/download/Color1_GeneCatalog_proteins_20161026.aa.fasta.gz	
Colletotrichum	phormii				CBS 102054	v1.0	359342	https://genome.jgi.doe.gov/portal/Colph1/download/Colph1_GeneCatalog_proteins_20160704.aa.fasta.gz	
Colletotrichum	salicis		CBS 607.94				1209931	https://genome.jgi.doe.gov/portal/Colsa1/download/Colsa1_GeneCatalog_proteins_20160329.aa.fasta.gz	
Colletotrichum	simmondsii		CBS 122122				703756	https://genome.jgi.doe.gov/portal/Colsi1/download/Colsi1_GeneCatalog_proteins_20160329.aa.fasta.gz	
Colletotrichum	somersetensis		CBS 131599			v1.0	1500509	https://genome.jgi.doe.gov/portal/Colso1/download/Colso1_GeneCatalog_proteins_20141229.aa.fasta.gz	
Colletotrichum	sublineola		CBS 131301			v1.0	1173701	https://genome.jgi.doe.gov/portal/Colsu1/download/Colsu1_GeneCatalog_proteins_20150101.aa.fasta.gz	
Colletotrichum	tofieldiae				861		708197	https://genome.jgi.doe.gov/portal/Colto1/download/Colto1_GeneCatalog_proteins_20170704.aa.fasta.gz	27150427
Colletotrichum	zoysiae				MAFF235873	v1.0	1216348	https://genome.jgi.doe.gov/portal/Colzo1/download/Colzo1_GeneCatalog_proteins_20150103.aa.fasta.gz	
Conidiobolus	coronatus		NRRL 28638			v1.0	796925	https://genome.jgi.doe.gov/portal/Conco1/download/Conco1_GeneCatalog_proteins_20120213.aa.fasta.gz	25977457
Conidiobolus	thromboides		FSU 785			v1.0	1314799	https://genome.jgi.doe.gov/portal/Conth1/download/Conth1_GeneCatalog_proteins_20141003.aa.fasta.gz	
Coniella	sp.		B22-T-1	Coniella lustricola		v1.0	1884256	https://genome.jgi.doe.gov/portal/Pilidi1/download/Pilidi1_GeneCatalog_proteins_20160923.aa.fasta.gz	
Coniochaeta	ligniaria				CBS 111746		177197	https://genome.jgi.doe.gov/portal/Conli1/download/Conli1_GeneCatalog_proteins_20130808.aa.fasta.gz	
Coniochaeta	ligniaria		NRRL 30616			v1.0	1408157	https://genome.jgi.doe.gov/portal/Conlig1/download/Conlig1_GeneCatalog_proteins_20140604.aa.fasta.gz	28126934
Coniochaeta	sp.		PMI_546			v1.0	1450552	https://genome.jgi.doe.gov/portal/ConPMI546/download/ConPMI546_GeneCatalog_proteins_20140720.aa.fasta.gz	
Coniophora	olivacea				MUCL 20566	v1.0	85977	https://genome.jgi.doe.gov/portal/Conol1/download/Conol1_GeneCatalog_proteins_20151211.aa.fasta.gz	29145801
Coniophora	puteana		RWD-64-598 SS2			v1.0	80637	https://genome.jgi.doe.gov/portal/Conpu1/download/Conpu1_GeneCatalog_proteins_20101116.aa.fasta.gz	22745431
Coniosporium	apollinis		CBS 100218				1168221	https://genome.jgi.doe.gov/portal/Conap1/download/Conap1_GeneCatalog_proteins_20160826.aa.fasta.gz	28348446
Coprinellus	micaceus				FP101781	v2.0	71717	https://genome.jgi.doe.gov/portal/Copmic2/download/Copmic2_GeneCatalog_proteins_20150909.aa.fasta.gz	
Coprinellus	pellucidus					v1.0	575509	https://genome.jgi.doe.gov/portal/Coppel1/download/Coppel1_GeneCatalog_proteins_20151130.aa.fasta.gz	
Coprinopsis	cinerea						5346	https://genome.jgi.doe.gov/portal/Copci1/download/Coprinopsis_cinerea.proteins.fasta.gz	20547848
Coprinopsis	cinerea		AmutBmut pab1-1			v1.0	1132390	https://genome.jgi.doe.gov/portal/Copci_AmutBmut1/download/Copci_AmutBmut1_GeneCatalog_proteins_20130522.aa.fasta.gz	26510163
Coprinopsis	marcescibilis				CBS 121175	v1.0	230819	https://genome.jgi.doe.gov/portal/Copmar1/download/Copmar1_GeneCatalog_proteins_20151019.aa.fasta.gz	
Coprinopsis	sclerotiger					v1.0	71723	https://genome.jgi.doe.gov/portal/Copscl1/download/Copscl1_GeneCatalog_proteins_20151130.aa.fasta.gz	
Cordyceps	militaris		CM01				983644	https://genome.jgi.doe.gov/portal/Cormi1/download/Cormi1_GeneCatalog_proteins_20131203.aa.fasta.gz	22112802
Corollospora	maritima				CBS 119819	v2.0	45810	https://genome.jgi.doe.gov/portal/Corma2/download/Corma2_GeneCatalog_proteins_20150506.aa.fasta.gz	
Cortinarius	glaucopus		AT 2004 276			v2.0	1149754	https://genome.jgi.doe.gov/portal/Corgl3/download/Corgl3_GeneCatalog_proteins_20130626.aa.fasta.gz	
Corynespora	cassiicola				CCP	v1.0	59586	https://genome.jgi.doe.gov/portal/Corca1/download/Corca1_GeneCatalog_proteins_20140615.aa.fasta.gz	29551995
Crepidotus	variabilis				CBS 506.95	v1.0	179855	https://genome.jgi.doe.gov/portal/Crevar1/download/Crevar1_GeneCatalog_proteins_20151207.aa.fasta.gz	
Cronartium	quercuum	f. sp. fusiforme	G11			v1.0	708437	https://genome.jgi.doe.gov/portal/Croqu1/download/Croqu1_GeneCatalog_proteins_20120612.aa.fasta.gz	25018762
Crucibulum	laeve				CBS 166.37	v1.0	68775	https://genome.jgi.doe.gov/portal/Crula1/download/Crula1_GeneCatalog_proteins_20151130.aa.fasta.gz	
Cryphonectria	parasitica		EP155			v2.0	660469	https://genome.jgi.doe.gov/portal/Crypa2/download/Cparasiticav2.GeneCatalog20091217.proteins.fasta.gz	
Cryptococcus	curvatus		ATCC 20509			v1.0	879819	https://genome.jgi.doe.gov/portal/Crycu1/download/Crycu1_GeneCatalog_proteins_20150820.aa.fasta.gz	
Cryptococcus	neoformans	var neoformans	JEC21				214684	https://genome.jgi.doe.gov/portal/Cryne_JEC21_1/download/Cryne_JEC21_1_GeneCatalog_proteins_20120305.aa.fasta.gz	15653466
Cryptococcus	neoformans	var. grubii	H99				235443	https://genome.jgi.doe.gov/portal/Cryne_H99_1/download/Cryptococcus_neoformans_H99.proteins.fasta.gz	24743168
Cryptococcus	terricola				JCM 24523	v1.0	104414	https://genome.jgi.doe.gov/portal/Cryte1/download/Cryte1_GeneCatalog_proteins_20150926.aa.fasta.gz	
Cryptococcus	vishniacii					v1.0	89929	https://genome.jgi.doe.gov/portal/Cryvi1/download/Cryvi1_GeneCatalog_proteins_20130104.aa.fasta.gz	
Cryptococcus	wieringae					v1.0	104416	https://genome.jgi.doe.gov/portal/Crywi1/download/Crywi1_GeneCatalog_proteins_20160204.aa.fasta.gz	
Cryptodiaporthe	populea				CFL2025	v1.0	940279	https://genome.jgi.doe.gov/portal/Crypo1/download/Crypo1_GeneCatalog_proteins_20161116.aa.fasta.gz	
Cryptodiaporthe	sp.		AZ0812				1907526	https://genome.jgi.doe.gov/portal/Crypto1/download/Crypto1_GeneCatalog_proteins_20171024.aa.fasta.gz	
Cucurbitaria	berberidis		CBS 394.84			v1.0	1168544	https://genome.jgi.doe.gov/portal/Cucbe1/download/Cucbe1_GeneCatalog_proteins_20130102.aa.fasta.gz	
Cunninghamella	echinulata				NRRL 1382	v1.0	76405	https://genome.jgi.doe.gov/portal/Cunech1/download/Cunech1_GeneCatalog_proteins_20170119.aa.fasta.gz	
Cyathus	striatus				AH 40144	v1.0	68777	https://genome.jgi.doe.gov/portal/Cyastr2/download/Cyastr2_GeneCatalog_proteins_20160525.aa.fasta.gz	
Cyberlindnera	jadinii		NRRL Y-1542			v1.0	983966	https://genome.jgi.doe.gov/portal/Cybja1/download/Cybja1_GeneCatalog_proteins_20121210.aa.fasta.gz	27535936
Cylindrobasidium	torrendii				FP15055	v1.0	394432	https://genome.jgi.doe.gov/portal/Cylto1/download/Cylto1_GeneCatalog_proteins_20130411.aa.fasta.gz	25683379
Cyphellophora	europaea		CBS 101466	Phialophora europaea			1220924	https://genome.jgi.doe.gov/portal/Cypeu1/download/Cypeu1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Cystostereum	murrayi				CysMur001	v1.0	467946	https://genome.jgi.doe.gov/portal/Cysmur1/download/Cysmur1_GeneCatalog_proteins_20160906.aa.fasta.gz	
Cytidiella	melzeri				FP 102339	v1.0	1883072	https://genome.jgi.doe.gov/portal/Cytmel1/download/Cytmel1_GeneCatalog_proteins_20170103.aa.fasta.gz	
Dacryopinax	primogenitus				DJM 731 SSP1	v1.0	1858805	https://genome.jgi.doe.gov/portal/Dacsp1/download/Dacsp1_GeneCatalog_proteins_20110131.aa.fasta.gz	22745431
Daedalea	quercina					v1.0	40437	https://genome.jgi.doe.gov/portal/Daequ1/download/Daequ1_GeneCatalog_proteins_20130110.aa.fasta.gz	26659563
Daldinia	eschscholzii				EC12	v1.0	292717	https://genome.jgi.doe.gov/portal/DalEC12_1/download/DalEC12_1_GeneCatalog_proteins_20111212.aa.fasta.gz	28078400
Debaryomyces	hansenii						4959	https://genome.jgi.doe.gov/portal/Debha1/download/Debha1_GeneCatalog_proteins_20130209.aa.fasta.gz	18673395
Decorospora	gaudefroyi					v1.0	184978	https://genome.jgi.doe.gov/portal/Decga1/download/Decga1_GeneCatalog_proteins_20150425.aa.fasta.gz	
Dekkera	bruxellensis		CBS 2499			v2.0	747657	https://genome.jgi.doe.gov/portal/Dekbr2/download/Dekbr2_GeneCatalog_proteins_20120306.aa.fasta.gz	22663979
Delitschia	confertaspora		ATCC 74209			v1.0	1513339	https://genome.jgi.doe.gov/portal/Delco1/download/Delco1_GeneCatalog_proteins_20140624.aa.fasta.gz	
Delphinella	strobiligena				CBS 735.71	v1.0	147560	https://genome.jgi.doe.gov/portal/Delst1/download/Delst1_GeneCatalog_proteins_20160906.aa.fasta.gz	
Dendrothele	bispora		CBS 962.96			v1.0	1314807	https://genome.jgi.doe.gov/portal/Denbi1/download/Denbi1_GeneCatalog_proteins_20131210.aa.fasta.gz	
Dentipellis	sp.		KUC8613			v1.0	1883078	https://genome.jgi.doe.gov/portal/Densp1/download/Densp1_GeneCatalog_proteins_20150825.aa.fasta.gz	
Diaporthe	ampelina				UCDDA912		1214573	https://genome.jgi.doe.gov/portal/Diaam1/download/Diaam1_GeneCatalog_proteins_20150926.aa.fasta.gz	26084502
Dichomitus	squalens		LYAD-421 SS1			v1.0	732165	https://genome.jgi.doe.gov/portal/Dicsq1/download/Dicsq1_GeneCatalog_proteins_20101110.aa.fasta.gz	22745431
Dichotomocladium	elegans				RSA 919	v1.0	101130	https://genome.jgi.doe.gov/portal/Dicele1/download/Dicele1_GeneCatalog_proteins_20170425.aa.fasta.gz	
Didymella	exigua		CBS 183.55			v1.0	1150837	https://genome.jgi.doe.gov/portal/Didex1/download/Didex1_GeneCatalog_proteins_20120924.aa.fasta.gz	
Didymella	zeae-maydis				3018		259522	https://genome.jgi.doe.gov/portal/Didma1/download/Didma1_GeneCatalog_proteins_20160126.aa.fasta.gz	
Didymocrea	sadasivanii				CBS 438.65	v1.0	372059	https://genome.jgi.doe.gov/portal/Didsa1/download/Didsa1_GeneCatalog_proteins_20170324.aa.fasta.gz	
Dioszegia	cryoxerica					v1.0	603311	https://genome.jgi.doe.gov/portal/Diocr1/download/Diocr1_GeneCatalog_proteins_20130123.aa.fasta.gz	
Diplodia	seriata				DS831		420778	https://genome.jgi.doe.gov/portal/Dipse1/download/Dipse1_GeneCatalog_proteins_20150930.aa.fasta.gz	26084502
Dissoconium	aciculare					v1.0	112489	https://genome.jgi.doe.gov/portal/Disac1/download/Disac1_GeneCatalog_proteins_20130805.aa.fasta.gz	
Dothidotthia	symphoricarpi					v1.0	548649	https://genome.jgi.doe.gov/portal/Dotsy1/download/Dotsy1_GeneCatalog_proteins_20131210.aa.fasta.gz	
Dothistroma	septosporum		NZE10			v1.0	675120	https://genome.jgi.doe.gov/portal/Dotse1/download/Dotse1_GeneCatalog_proteins_20100818.aa.fasta.gz	23209441
Elmerina	caryae		L-13461	Aporpium caryae			1397355	https://genome.jgi.doe.gov/portal/Elmca1/download/Elmca1_GeneCatalog_proteins_20140827.aa.fasta.gz	
Elsinoe	ampelina				CECT 20119	v1.0	302913	https://genome.jgi.doe.gov/portal/Elsamp1/download/Elsamp1_GeneCatalog_proteins_20151205.aa.fasta.gz	
Encephalitozoon	cuniculi		GB-M1				284813	https://genome.jgi.doe.gov/portal/Enccu1/download/Enccu1_GeneCatalog_proteins_20130927.aa.fasta.gz	20003517
Encephalitozoon	hellem		ATCC 50504				907965	https://genome.jgi.doe.gov/portal/Enche1/download/Enche1_GeneCatalog_proteins_20131209.aa.fasta.gz	22802648
Encephalitozoon	intestinalis		ATCC 50506				876142	https://genome.jgi.doe.gov/portal/Encin1/download/Encin1_GeneCatalog_proteins_20131101.aa.fasta.gz	20865802
Encephalitozoon	romaleae		SJ-2008				1178016	https://genome.jgi.doe.gov/portal/Encro1/download/Encro1_GeneCatalog_proteins_20131209.aa.fasta.gz	22802648
Endocarpon	pusillum		Z07020				1263415	https://genome.jgi.doe.gov/portal/EndpusZ1/download/EndpusZ1_GeneCatalog_proteins_20161028.aa.fasta.gz	24438332
Enterocytozoon	bieneusi		H348				481877	https://genome.jgi.doe.gov/portal/Entbi1/download/Entbi1_GeneCatalog_proteins_20140106.aa.fasta.gz	19132089
Entoleuca	mammata				CFL468	v1.0	97380	https://genome.jgi.doe.gov/portal/Entma1/download/Entma1_GeneCatalog_proteins_20161112.aa.fasta.gz	
Entophlyctis	helioformis				JEL805	v1.0	281842	https://genome.jgi.doe.gov/portal/Enthel1/download/Enthel1_GeneCatalog_proteins_20161121.aa.fasta.gz	
Eremomyces	bilateralis				CBS 781.7	v1.0	1341166	https://genome.jgi.doe.gov/portal/Erebi1/download/Erebi1_GeneCatalog_proteins_20150104.aa.fasta.gz	
Eremothecium	gossypii		ATCC 10895	Ashbya gossypii			284811	https://genome.jgi.doe.gov/portal/Ashgo1_1/download/Ashgo1_1_GeneCatalog_proteins_20140830.aa.fasta.gz	
Erysiphe	necator						52586	https://genome.jgi.doe.gov/portal/Erynec1/download/Erynec1_GeneCatalog_proteins_20170914.aa.fasta.gz	25487071
Erythrobasidium	hasegawianum		ATCC 9536			v1.0	1397323	https://genome.jgi.doe.gov/portal/Eryha1/download/Eryha1_GeneCatalog_proteins_20141112.aa.fasta.gz	
Eurotium	rubrum					v1.0	396024	https://genome.jgi.doe.gov/portal/Eurhe1/download/Eurhe1_GeneCatalog_proteins_20120312.aa.fasta.gz	24811710
Eutypa	lata		UCREL1				1287681	https://genome.jgi.doe.gov/portal/Eutla1/download/Eutla1_GeneCatalog_proteins_20130916.aa.fasta.gz	23723393
Exidia	glandulosa					v1.0	5219	https://genome.jgi.doe.gov/portal/Exigl1/download/Exigl1_GeneCatalog_proteins_20130529.aa.fasta.gz	26659563
Exobasidium	vaccinii		MPITM			v1.0	1314671	https://genome.jgi.doe.gov/portal/Exova1/download/Exova1_GeneCatalog_proteins_20131210.aa.fasta.gz	
Exophiala	alcalophila				ATCC 48519	v1.0	91920	https://genome.jgi.doe.gov/portal/Exoalc1/download/Exoalc1_GeneCatalog_proteins_20160519.aa.fasta.gz	
Exophiala	aquamarina		CBS 119918				1182545	https://genome.jgi.doe.gov/portal/Exoaq1/download/Exoaq1_GeneCatalog_proteins_20160901.aa.fasta.gz	28348446
Exophiala	dermatitidis		NIH/UT8656				5970	https://genome.jgi.doe.gov/portal/Exode1/download/Exode1_GeneCatalog_proteins_20160902.aa.fasta.gz	24496724
Exophiala	mesophila				CBS 40295		212818	https://genome.jgi.doe.gov/portal/Exome1/download/Exome1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Exophiala	oligosperma				CBS 72588		215243	https://genome.jgi.doe.gov/portal/Exool1/download/Exool1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Exophiala	sideris				CBS 121828		1016849	https://genome.jgi.doe.gov/portal/Exosi1/download/Exosi1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Exophiala	spinifera				CBS 89968		91928	https://genome.jgi.doe.gov/portal/Exosp1/download/Exosp1_GeneCatalog_proteins_20160827.aa.fasta.gz	28348446
Exophiala	xenobiotica				CBS 118157		348802	https://genome.jgi.doe.gov/portal/Exoxe1/download/Exoxe1_GeneCatalog_proteins_20160828.aa.fasta.gz	28348446
Fellomyces	penicillatus				Phaff54-35	v1.0	5610	https://genome.jgi.doe.gov/portal/Felpe1/download/Felpe1_GeneCatalog_proteins_20160326.aa.fasta.gz	
Fennellomyces	sp.				T-0311	v1.0	101135	https://genome.jgi.doe.gov/portal/Fenlin1/download/Fenlin1_GeneCatalog_proteins_20170109.aa.fasta.gz	
Fennellomyces	sp.		T-0311				1329386	https://genome.jgi.doe.gov/portal/Fenlin1/download/Fenlin1_GeneCatalog_proteins_20170109.aa.fasta.gz	
Fibroporia	radiculosa		TFFH 294				1078123	https://genome.jgi.doe.gov/portal/Fibra1/download/Fibra1_GeneCatalog_proteins_20131030.aa.fasta.gz	22247176
Fibulobasidium	inconspicuum				Phaff89-39	v1.0	57688	https://genome.jgi.doe.gov/portal/Fibin1/download/Fibin1_GeneCatalog_proteins_20151214.aa.fasta.gz	
Fibulorhizoctonia	sp.				CBS 109695	v1.0	56747	https://genome.jgi.doe.gov/portal/Fibsp1/download/Fibsp1_GeneCatalog_proteins_20131122.aa.fasta.gz	26659563
Fistulina	hepatica					v1.0	40457	https://genome.jgi.doe.gov/portal/Fishe1/download/Fishe1_GeneCatalog_proteins_20130122.aa.fasta.gz	25683379
Fomes	fomentarius				CIRM-BRFM 1821	v1.0	40442	https://genome.jgi.doe.gov/portal/Fomfom1/download/Fomfom1_GeneCatalog_proteins_20170620.aa.fasta.gz	
Fomitiporia	mediterranea					v1.0	208960	https://genome.jgi.doe.gov/portal/Fomme1/download/Fomme1_GeneCatalog_proteins_20101122.aa.fasta.gz	22745431
Fomitopsis	pinicola		FP-58527 SS1			v3.0	743788	https://genome.jgi.doe.gov/portal/Fompi3/download/Fompi3_GeneCatalog_proteins_20120705.aa.fasta.gz	22745431
Fonsecaea	monophora		CBS 269.37				254056	https://genome.jgi.doe.gov/portal/Fonmo1/download/Fonmo1_GeneCatalog_proteins_20170704.aa.fasta.gz	27469960
Fonsecaea	multimorphosa		CBS 102226				1442371	https://genome.jgi.doe.gov/portal/Fonmu1/download/Fonmu1_GeneCatalog_proteins_20160827.aa.fasta.gz	28348446
Fonsecaea	nubica		CBS 269.64				856822	https://genome.jgi.doe.gov/portal/Fonnu1/download/Fonnu1_GeneCatalog_proteins_20170705.aa.fasta.gz	27491988
Fonsecaea	pedrosoi		CBS 271.37				1442368	https://genome.jgi.doe.gov/portal/Fonpe1/download/Fonpe1_GeneCatalog_proteins_20160901.aa.fasta.gz	28348446
